EV,Win %,Pick %,Team,Opponent,Future Value (Stars),Year,Week
0.56,37.7%,0.0%,MIA,LV,2.5,2021,3
0.54,37.8%,0.0%,GB,SF,2.5,2021,3
0.53,36.8%,0.0%,PHI,DAL,0.5,2021,3
0.50,34.7%,0.0%,IND,TEN,2.5,2021,3
0.42,26.2%,0.0%,WAS,BUF,0.5,2021,3
0.41,28.6%,0.0%,LAC,KC,2.0,2021,3
0.41,17.6%,0.0%,NYJ,DEN,0.0,2021,3
0.41,23.7%,0.0%,JAX,ARI,0.0,2021,3
0.39,22.7%,0.0%,HOU,CAR,0.0,2021,3
0.39,24.0%,0.0%,DET,BAL,0.0,2021,3
0.35,23.5%,0.0%,CHI,CLE,0.5,2021,3
1.14,91.2%,37.9%,BUF,HOU,4.5,2021,4
1.01,74.8%,4.6%,KC,PHI,3.5,2021,4
0.97,75.2%,12.5%,NO,NYG,2.0,2021,4
0.95,70.0%,2.5%,TB,NE,5.0,2021,4
0.94,69.0%,2.5%,GB,PIT,2.5,2021,4
0.93,74.5%,18.7%,CIN,JAX,0.5,2021,4
0.89,65.5%,1.1%,DAL,CAR,2.0,2021,4
0.89,64.6%,0.2%,LAR,ARI,3.5,2021,4
0.84,68.2%,17.8%,TEN,NYJ,2.5,2021,4
0.84,61.3%,0.2%,LAC,LV,2.5,2021,4
0.80,58.1%,0.3%,CHI,DET,0.5,2021,4
0.79,57.8%,0.3%,MIA,IND,2.5,2021,4
0.76,55.5%,0.0%,SF,SEA,3.0,2021,4
0.75,54.8%,0.3%,WAS,ATL,0.5,2021,4
0.72,52.6%,0.0%,DEN,BAL,2.0,2021,4
0.70,51.2%,0.2%,CLE,MIN,2.5,2021,4
0.67,48.8%,0.0%,MIN,CLE,1.5,2021,4
0.65,47.4%,0.1%,BAL,DEN,3.0,2021,4
0.62,45.2%,0.1%,ATL,WAS,0.5,2021,4
0.61,44.5%,0.0%,SEA,SF,2.5,2021,4
0.58,42.2%,0.1%,IND,MIA,2.0,2021,4
0.58,41.9%,0.3%,DET,CHI,0.0,2021,4
0.53,38.7%,0.0%,LV,LAC,1.5,2021,4
0.53,31.8%,0.0%,NYJ,TEN,0.0,2021,4
0.49,35.4%,0.0%,ARI,LAR,2.5,2021,4
0.48,34.5%,0.0%,CAR,DAL,1.5,2021,4
0.44,25.5%,0.0%,JAX,CIN,0.0,2021,4
0.44,31.0%,0.0%,PIT,GB,0.5,2021,4
0.43,30.0%,0.0%,NE,TB,1.5,2021,4
0.40,24.8%,0.0%,NYG,NO,0.0,2021,4
0.37,25.2%,0.0%,PHI,KC,1.0,2021,4
0.23,8.8%,0.0%,HOU,BUF,0.0,2021,4
