EV,Win %,Pick %,Team,Opponent,Future Value (Stars),Year,Week
0.22,16.0%,0.0%,NE,KC,2.0,2020,4
1.14,84.7%,15.3%,BAL,CIN,3.5,2020,5
1.08,80.0%,11.1%,KC,LV,5.0,2020,5
1.05,76.6%,7.3%,SF,MIA,0.5,2020,5
1.04,76.0%,5.9%,PIT,PHI,2.5,2020,5
1.03,74.6%,3.9%,NO,LAC,2.5,2020,5
1.02,74.7%,6.1%,LAR,WAS,2.0,2020,5
0.99,71.7%,4.4%,SEA,MIN,2.5,2020,5
0.98,70.7%,2.4%,HOU,JAX,0.5,2020,5
0.96,72.7%,13.5%,ARI,NYJ,1.0,2020,5
0.94,75.3%,26.4%,DAL,NYG,1.5,2020,5
0.89,64.1%,1.3%,TB,CHI,2.5,2020,5
0.86,61.3%,0.2%,BUF,TEN,2.0,2020,5
0.78,55.7%,0.5%,ATL,CAR,0.5,2020,5
0.71,50.9%,0.1%,CLE,IND,2.0,2020,5
0.69,49.1%,0.1%,IND,CLE,2.0,2020,5
0.62,44.3%,0.2%,CAR,ATL,0.5,2020,5
0.54,38.7%,0.4%,TEN,BUF,1.5,2020,5
0.51,35.9%,0.0%,CHI,TB,0.5,2020,5
0.47,24.7%,0.0%,NYG,DAL,0.0,2020,5
0.44,27.3%,0.0%,NYJ,ARI,0.0,2020,5
0.42,29.3%,0.0%,JAX,HOU,0.0,2020,5
0.42,28.3%,0.0%,MIN,SEA,1.0,2020,5
0.38,25.3%,0.0%,WAS,LAR,0.0,2020,5
0.37,25.4%,0.0%,LAC,NO,1.5,2020,5
0.36,24.0%,0.0%,PHI,PIT,1.0,2020,5
0.36,23.4%,0.0%,MIA,SF,0.5,2020,5
0.32,20.0%,0.0%,LV,KC,1.0,2020,5
0.26,15.3%,0.0%,CIN,BAL,0.0,2020,5
1.27,79.2%,7.4%,BAL,PHI,3.5,2020,6
1.18,74.6%,7.8%,IND,CIN,1.0,2020,6
1.13,67.8%,1.0%,KC,BUF,5.0,2020,6
1.05,74.9%,23.5%,NE,DEN,1.5,2020,6
1.03,62.9%,2.3%,MIN,ATL,1.0,2020,6
1.02,63.6%,4.4%,TEN,HOU,1.5,2020,6
0.99,59.7%,0.9%,DET,JAX,0.5,2020,6
0.99,59.6%,0.8%,GB,TB,3.5,2020,6
0.98,59.2%,1.3%,PIT,CLE,2.0,2020,6
0.91,75.8%,47.2%,MIA,NYJ,0.5,2020,6
0.91,54.2%,0.2%,CAR,CHI,1.0,2020,6
0.89,54.0%,0.9%,LAR,SF,2.0,2020,6
0.86,52.2%,1.0%,NYG,WAS,0.0,2020,6
0.86,51.2%,0.2%,DAL,ARI,1.0,2020,6
0.81,48.8%,0.4%,ARI,DAL,1.0,2020,6
0.81,47.8%,0.2%,WAS,NYG,0.0,2020,6
0.78,46.0%,0.0%,SF,LAR,0.5,2020,6
0.77,45.8%,0.2%,CHI,CAR,0.5,2020,6
0.76,24.2%,0.0%,NYJ,MIA,0.0,2020,6
0.70,40.8%,0.0%,CLE,PIT,2.0,2020,6
0.69,40.4%,0.0%,TB,GB,2.0,2020,6
0.68,40.3%,0.1%,JAX,DET,0.0,2020,6
0.65,36.4%,0.0%,HOU,TEN,0.5,2020,6
0.64,37.1%,0.0%,ATL,MIN,0.5,2020,6
0.62,25.1%,0.0%,DEN,NE,0.0,2020,6
0.55,32.2%,0.0%,BUF,KC,2.0,2020,6
0.50,25.4%,0.0%,CIN,IND,0.0,2020,6
0.41,20.8%,0.0%,PHI,BAL,0.5,2020,6
1.12,72.2%,0.9%,LAR,CHI,2.0,2020,7
1.09,74.3%,9.1%,NO,CAR,2.5,2020,7
1.07,76.2%,16.7%,LAC,JAX,1.5,2020,7
1.06,73.5%,12.4%,KC,DEN,5.0,2020,7
1.01,67.2%,5.3%,PHI,NYG,1.0,2020,7
1.00,64.6%,0.6%,TB,LV,2.5,2020,7
0.98,63.1%,0.6%,SEA,ARI,3.0,2020,7
0.97,63.4%,1.9%,CLE,CIN,2.0,2020,7
0.96,80.1%,47.3%,BUF,NYJ,1.5,2020,7
0.94,60.2%,0.2%,NE,SF,1.5,2020,7
0.88,57.9%,3.0%,GB,HOU,3.5,2020,7
0.82,52.6%,0.5%,ATL,DET,0.5,2020,7
0.81,51.6%,0.1%,TEN,PIT,1.5,2020,7
0.79,50.0%,0.2%,WAS,DAL,0.0,2020,7
0.78,50.0%,0.7%,DAL,WAS,0.5,2020,7
0.76,48.4%,0.1%,PIT,TEN,2.5,2020,7
0.75,47.4%,0.1%,DET,ATL,0.5,2020,7
0.69,42.1%,0.0%,HOU,GB,0.5,2020,7
0.62,39.8%,0.0%,SF,NE,0.5,2020,7
0.60,19.9%,0.0%,NYJ,BUF,0.0,2020,7
0.59,36.6%,0.0%,CIN,CLE,0.0,2020,7
0.58,36.9%,0.0%,ARI,SEA,1.5,2020,7
0.56,35.4%,0.0%,LV,TB,1.0,2020,7
0.56,32.8%,0.0%,NYG,PHI,0.0,2020,7
0.51,26.5%,0.0%,DEN,KC,0.0,2020,7
0.49,23.8%,0.0%,JAX,LAC,0.0,2020,7
0.47,25.7%,0.0%,CAR,NO,0.5,2020,7
0.44,27.8%,0.1%,CHI,LAR,0.5,2020,7
1.14,92.1%,29.3%,KC,NYJ,5.0,2020,8
0.99,84.2%,32.4%,TB,NYG,3.0,2020,8
0.97,78.6%,14.2%,PHI,DAL,0.5,2020,8
0.92,73.5%,9.9%,TEN,CIN,2.0,2020,8
0.88,67.8%,0.6%,NO,CHI,2.5,2020,8
0.87,69.5%,9.2%,GB,MIN,4.0,2020,8
0.85,65.1%,0.1%,BAL,PIT,5.0,2020,8
0.85,65.1%,0.5%,BUF,NE,1.5,2020,8
0.82,62.9%,0.2%,IND,DET,1.5,2020,8
0.79,61.3%,1.0%,LAR,MIA,2.0,2020,8
0.79,61.0%,0.5%,LAC,DEN,2.0,2020,8
0.70,53.7%,0.8%,CAR,ATL,0.5,2020,8
0.67,51.3%,0.3%,CLE,LV,2.0,2020,8
0.66,50.7%,0.5%,SEA,SF,3.0,2020,8
0.65,49.3%,0.0%,SF,SEA,1.0,2020,8
0.64,48.7%,0.2%,LV,CLE,1.0,2020,8
0.61,46.3%,0.2%,ATL,CAR,0.5,2020,8
0.51,39.0%,0.1%,DEN,LAC,0.0,2020,8
0.51,38.7%,0.0%,MIA,LAR,0.5,2020,8
0.49,37.1%,0.0%,DET,IND,1.0,2020,8
0.46,34.9%,0.0%,NE,BUF,1.5,2020,8
0.46,34.9%,0.0%,PIT,BAL,4.0,2020,8
0.44,30.5%,0.0%,MIN,GB,1.5,2020,8
0.42,32.2%,0.0%,CHI,NO,1.0,2020,8
0.39,26.5%,0.0%,CIN,TEN,0.5,2020,8
0.33,21.4%,0.0%,DAL,PHI,0.5,2020,8
0.32,15.8%,0.1%,NYG,TB,0.0,2020,8
0.17,7.9%,0.0%,NYJ,KC,0.0,2020,8
1.08,79.3%,8.5%,KC,CAR,4.0,2020,9
1.02,85.6%,43.2%,PIT,DAL,3.5,2020,9
1.01,78.0%,18.9%,NE,NYJ,1.0,2020,9
0.98,70.5%,2.9%,TEN,CHI,1.5,2020,9
0.96,72.0%,9.9%,HOU,JAX,0.5,2020,9
0.96,71.1%,7.9%,GB,SF,4.0,2020,9
0.95,69.2%,3.6%,ARI,MIA,1.0,2020,9
0.93,66.5%,1.1%,ATL,DEN,0.0,2020,9
0.85,60.8%,0.2%,TB,NO,2.5,2020,9
0.85,61.0%,1.6%,MIN,DET,2.0,2020,9
0.84,60.0%,0.5%,SEA,BUF,3.5,2020,9
0.83,59.6%,0.6%,WAS,NYG,0.0,2020,9
0.75,53.3%,0.0%,IND,BAL,1.5,2020,9
0.73,52.0%,0.3%,LV,LAC,2.0,2020,9
0.68,48.0%,0.1%,LAC,LV,1.5,2020,9
0.65,46.7%,0.4%,BAL,IND,5.0,2020,9
0.57,40.4%,0.1%,NYG,WAS,0.0,2020,9
0.56,40.0%,0.0%,BUF,SEA,1.5,2020,9
0.56,39.0%,0.0%,DET,MIN,0.5,2020,9
0.55,39.2%,0.0%,NO,TB,3.0,2020,9
0.48,33.5%,0.1%,DEN,ATL,0.0,2020,9
0.45,30.8%,0.0%,MIA,ARI,1.0,2020,9
0.45,28.9%,0.1%,SF,GB,1.0,2020,9
0.45,28.0%,0.0%,JAX,HOU,0.0,2020,9
0.43,29.5%,0.0%,CHI,TEN,0.5,2020,9
0.40,22.0%,0.1%,NYJ,NE,0.0,2020,9
0.38,14.4%,0.0%,DAL,PIT,0.0,2020,9
0.33,20.7%,0.0%,CAR,KC,0.5,2020,9
1.07,71.8%,3.3%,PIT,CIN,3.0,2020,10
1.05,70.9%,3.2%,BAL,NE,5.0,2020,10
1.05,70.1%,2.3%,TB,CAR,2.5,2020,10
1.03,87.2%,52.5%,GB,JAX,3.5,2020,10
1.01,66.8%,1.4%,CLE,HOU,2.0,2020,10
1.01,66.5%,1.1%,PHI,NYG,0.5,2020,10
0.98,76.8%,26.0%,NO,SF,3.0,2020,10
0.94,61.6%,0.4%,MIN,CHI,2.5,2020,10
0.88,57.9%,0.1%,ARI,BUF,1.0,2020,10
0.88,57.6%,0.1%,LAR,SEA,2.5,2020,10
0.87,60.7%,5.6%,LV,DEN,1.5,2020,10
0.84,56.7%,2.1%,DET,WAS,0.0,2020,10
0.81,53.5%,0.5%,MIA,LAC,1.5,2020,10
0.80,52.2%,0.0%,IND,TEN,2.0,2020,10
0.72,47.8%,0.6%,TEN,IND,1.5,2020,10
0.72,46.5%,0.0%,LAC,MIA,1.5,2020,10
0.68,43.3%,0.0%,WAS,DET,0.0,2020,10
0.66,39.3%,0.0%,DEN,LV,0.0,2020,10
0.65,42.4%,0.2%,SEA,LAR,3.5,2020,10
0.64,42.1%,0.1%,BUF,ARI,1.5,2020,10
0.59,38.4%,0.2%,CHI,MIN,0.5,2020,10
0.55,23.2%,0.0%,SF,NO,0.5,2020,10
0.52,33.5%,0.1%,NYG,PHI,0.0,2020,10
0.52,33.2%,0.1%,HOU,CLE,0.5,2020,10
0.49,12.8%,0.0%,JAX,GB,0.0,2020,10
0.48,29.9%,0.0%,CAR,TB,0.5,2020,10
0.47,29.1%,0.0%,NE,BAL,1.0,2020,10
0.46,28.2%,0.0%,CIN,PIT,0.5,2020,10
1.22,75.2%,2.4%,KC,LV,5.0,2020,11
1.19,79.4%,13.5%,PIT,JAX,3.0,2020,11
1.13,69.1%,0.9%,BAL,TEN,5.0,2020,11
1.06,64.7%,0.6%,TB,LAR,2.5,2020,11
1.03,64.4%,3.2%,MIA,DEN,1.5,2020,11
1.03,63.4%,1.7%,NO,ATL,2.5,2020,11
0.98,60.3%,1.0%,SEA,ARI,4.0,2020,11
0.96,78.0%,42.7%,LAC,NYJ,1.0,2020,11
0.96,73.2%,28.6%,MIN,DAL,2.0,2020,11
0.96,58.7%,0.5%,DET,CAR,0.0,2020,11
0.94,57.4%,0.9%,NE,HOU,1.0,2020,11
0.91,56.7%,2.2%,CLE,PHI,2.0,2020,11
0.88,53.5%,0.4%,WAS,CIN,0.0,2020,11
0.87,52.5%,0.1%,IND,GB,3.0,2020,11
0.78,47.5%,0.3%,GB,IND,4.5,2020,11
0.77,46.5%,0.4%,CIN,WAS,0.5,2020,11
0.74,43.3%,0.1%,PHI,CLE,1.0,2020,11
0.71,42.6%,0.1%,HOU,NE,1.0,2020,11
0.68,41.3%,0.3%,CAR,DET,0.5,2020,11
0.68,26.8%,0.1%,DAL,MIN,0.5,2020,11
0.68,22.0%,0.0%,NYJ,LAC,0.0,2020,11
0.66,39.7%,0.0%,ARI,SEA,2.0,2020,11
0.62,36.6%,0.1%,ATL,NO,0.0,2020,11
0.62,35.6%,0.0%,DEN,MIA,0.0,2020,11
0.59,35.3%,0.0%,LAR,TB,3.0,2020,11
0.52,30.9%,0.0%,TEN,BAL,2.0,2020,11
0.46,20.6%,0.0%,JAX,PIT,0.0,2020,11
0.43,24.8%,0.0%,LV,KC,2.0,2020,11
1.21,90.2%,24.0%,NO,DEN,2.5,2020,12
1.13,80.4%,0.2%,PIT,BAL,3.0,2020,12
1.04,75.4%,5.9%,GB,CHI,4.0,2020,12
1.03,75.7%,7.9%,MIA,NYJ,1.5,2020,12
0.96,71.5%,10.0%,SEA,PHI,4.5,2020,12
0.95,74.5%,21.5%,CLE,JAX,1.5,2020,12
0.92,67.2%,4.6%,LAR,SF,3.0,2020,12
0.92,70.3%,15.0%,NYG,CIN,0.0,2020,12
0.91,65.3%,2.2%,BUF,LAC,1.5,2020,12
0.87,62.2%,1.5%,LV,ATL,2.0,2020,12
0.86,61.2%,0.1%,KC,TB,5.0,2020,12
0.84,60.2%,1.3%,HOU,DET,1.0,2020,12
0.81,57.6%,0.1%,IND,TEN,2.5,2020,12
0.81,57.9%,1.2%,MIN,CAR,2.0,2020,12
0.77,55.4%,2.4%,DAL,WAS,0.0,2020,12
0.74,52.8%,0.4%,ARI,NE,2.0,2020,12
0.66,47.2%,0.1%,NE,ARI,1.0,2020,12
0.64,44.6%,0.2%,WAS,DAL,0.0,2020,12
0.60,42.1%,0.0%,CAR,MIN,0.5,2020,12
0.60,42.4%,0.1%,TEN,IND,2.5,2020,12
0.57,39.8%,0.2%,DET,HOU,0.0,2020,12
0.55,38.8%,0.0%,TB,KC,3.0,2020,12
0.54,37.8%,0.1%,ATL,LV,0.0,2020,12
0.50,34.7%,0.0%,LAC,BUF,1.0,2020,12
0.49,29.7%,0.5%,CIN,NYG,0.0,2020,12
0.48,32.8%,0.0%,SF,LAR,0.5,2020,12
0.46,25.5%,0.1%,JAX,CLE,0.0,2020,12
0.45,28.5%,0.0%,PHI,SEA,0.5,2020,12
0.37,24.3%,0.1%,NYJ,MIA,0.0,2020,12
0.37,24.6%,0.0%,CHI,GB,0.5,2020,12
0.28,19.6%,0.1%,BAL,PIT,4.5,2020,12
0.20,9.8%,0.0%,DEN,NO,0.0,2020,12
1.17,84.4%,7.5%,KC,DEN,5.0,2020,13
1.10,80.4%,9.2%,MIA,CIN,0.5,2020,13
1.09,77.6%,1.5%,BAL,DAL,4.0,2020,13
1.08,81.3%,15.5%,SEA,NYG,4.0,2020,13
1.08,76.9%,1.9%,GB,PHI,5.0,2020,13
0.98,70.1%,1.7%,PIT,WAS,2.5,2020,13
0.97,79.2%,31.7%,MIN,JAX,1.0,2020,13
0.93,75.5%,27.1%,LV,NYJ,1.5,2020,13
0.91,64.8%,1.1%,TEN,CLE,3.0,2020,13
0.86,60.7%,0.2%,IND,HOU,3.5,2020,13
0.83,59.2%,0.9%,CHI,DET,0.5,2020,13
0.81,57.6%,0.4%,NO,ATL,3.0,2020,13
0.81,57.2%,0.1%,LAR,ARI,4.0,2020,13
0.79,56.1%,0.1%,LAC,NE,1.0,2020,13
0.76,53.5%,0.2%,SF,BUF,1.0,2020,13
0.66,46.5%,0.1%,BUF,SF,2.5,2020,13
0.62,43.9%,0.1%,NE,LAC,1.5,2020,13
0.61,42.8%,0.0%,ARI,LAR,2.0,2020,13
0.60,42.4%,0.1%,ATL,NO,0.5,2020,13
0.58,40.8%,0.0%,DET,CHI,0.0,2020,13
0.56,39.3%,0.1%,HOU,IND,1.5,2020,13
0.50,35.2%,0.0%,CLE,TEN,2.0,2020,13
0.48,24.5%,0.0%,NYJ,LV,0.0,2020,13
0.45,20.8%,0.0%,JAX,MIN,0.0,2020,13
0.43,29.9%,0.0%,WAS,PIT,0.0,2020,13
0.34,23.1%,0.0%,PHI,GB,0.5,2020,13
0.33,18.7%,0.0%,NYG,SEA,0.0,2020,13
0.32,22.4%,0.0%,DAL,BAL,1.0,2020,13
0.32,19.6%,0.1%,CIN,MIA,0.0,2020,13
0.25,15.6%,0.0%,DEN,KC,0.0,2020,13
1.08,75.9%,2.0%,GB,DET,4.0,2020,14
1.06,74.7%,2.0%,KC,MIA,4.5,2020,14
1.05,88.5%,51.4%,SEA,NYJ,2.0,2020,14
1.04,74.8%,5.7%,NO,PHI,2.5,2020,14
1.04,73.7%,3.3%,TB,MIN,3.5,2020,14
0.97,68.2%,1.2%,LAR,NE,3.5,2020,14
0.96,76.0%,21.9%,TEN,JAX,2.0,2020,14
0.92,65.1%,3.1%,CAR,DEN,0.0,2020,14
0.88,61.4%,0.3%,BAL,CLE,5.0,2020,14
0.85,60.0%,2.0%,DAL,CIN,0.0,2020,14
0.84,59.2%,1.9%,ARI,NYG,2.0,2020,14
0.82,57.9%,2.4%,SF,WAS,0.5,2020,14
0.80,56.1%,0.3%,IND,LV,3.5,2020,14
0.78,54.4%,0.1%,BUF,PIT,2.5,2020,14
0.75,51.7%,0.1%,LAC,ATL,1.0,2020,14
0.74,51.5%,0.5%,HOU,CHI,1.5,2020,14
0.70,48.5%,0.3%,CHI,HOU,0.5,2020,14
0.69,48.3%,0.4%,ATL,LAC,0.0,2020,14
0.66,45.6%,0.0%,PIT,BUF,3.5,2020,14
0.63,43.9%,0.1%,LV,IND,2.0,2020,14
0.62,42.1%,0.1%,WAS,SF,0.0,2020,14
0.60,40.8%,0.1%,NYG,ARI,0.0,2020,14
0.59,40.0%,0.2%,CIN,DAL,0.0,2020,14
0.56,38.6%,0.1%,CLE,BAL,2.0,2020,14
0.52,34.9%,0.1%,DEN,CAR,0.0,2020,14
0.48,24.0%,0.0%,JAX,TEN,0.0,2020,14
0.46,31.8%,0.1%,NE,LAR,2.0,2020,14
0.40,26.3%,0.0%,MIN,TB,1.0,2020,14
0.40,25.2%,0.0%,PHI,NO,0.5,2020,14
0.39,11.5%,0.0%,NYJ,SEA,0.0,2020,14
0.38,25.3%,0.0%,MIA,KC,0.5,2020,14
0.36,24.1%,0.0%,DET,GB,0.0,2020,14
1.14,91.4%,24.3%,LAR,NYJ,1.0,2020,15
1.13,88.2%,6.8%,PIT,CIN,0.0,2020,15
1.07,85.5%,17.1%,BAL,JAX,5.0,2020,15
1.00,77.3%,2.5%,GB,CAR,2.5,2020,15
0.98,75.9%,3.3%,IND,HOU,3.0,2020,15
0.93,76.8%,19.5%,TEN,DET,0.5,2020,15
0.91,71.1%,3.0%,TB,ATL,4.0,2020,15
0.90,69.7%,1.4%,SEA,WAS,1.0,2020,15
0.89,70.3%,5.0%,CLE,NYG,2.0,2020,15
0.89,69.0%,2.2%,BUF,DEN,3.0,2020,15
0.88,70.0%,9.0%,ARI,PHI,1.5,2020,15
0.83,64.4%,1.7%,SF,DAL,0.0,2020,15
0.80,61.8%,1.5%,LV,LAC,0.5,2020,15
0.76,58.3%,0.7%,MIN,CHI,0.5,2020,15
0.74,56.6%,0.2%,KC,NO,5.0,2020,15
0.68,52.6%,0.4%,NE,MIA,2.5,2020,15
0.62,47.4%,0.2%,MIA,NE,0.5,2020,15
0.57,43.4%,0.0%,NO,KC,3.0,2020,15
0.54,41.7%,0.2%,CHI,MIN,2.0,2020,15
0.50,38.2%,0.1%,LAC,LV,1.0,2020,15
0.47,35.6%,0.1%,DAL,SF,0.0,2020,15
0.43,30.0%,0.1%,PHI,ARI,1.0,2020,15
0.41,31.0%,0.1%,DEN,BUF,0.0,2020,15
0.41,29.7%,0.1%,NYG,CLE,0.5,2020,15
0.40,30.3%,0.0%,WAS,SEA,0.5,2020,15
0.39,28.9%,0.1%,ATL,TB,0.0,2020,15
0.37,23.2%,0.0%,DET,TEN,0.0,2020,15
0.32,24.1%,0.1%,HOU,IND,2.0,2020,15
0.30,22.7%,0.0%,CAR,GB,0.0,2020,15
0.23,14.5%,0.0%,JAX,BAL,0.0,2020,15
0.17,11.8%,0.1%,CIN,PIT,0.0,2020,15
0.16,8.6%,0.0%,NYJ,LAR,0.0,2020,15
1.20,83.3%,7.5%,TB,DET,3.0,2020,16
1.16,81.3%,8.3%,KC,ATL,0.0,2020,16
1.12,77.6%,4.6%,BAL,NYG,4.5,2020,16
1.10,74.8%,0.8%,BUF,NE,2.0,2020,16
1.06,72.9%,3.0%,NO,MIN,3.0,2020,16
1.04,71.4%,3.2%,ARI,SF,0.0,2020,16
1.03,74.0%,10.7%,HOU,CIN,0.0,2020,16
0.96,77.9%,36.4%,CHI,JAX,0.0,2020,16
