EV,Win %,Pick %,Team,Opponent,Future Value (Stars),Year,Week
0.19,9.8%,0.1%,HOU,DAL,0.0,2022,Week 14
1.29,85.6%,14.9%,KC,HOU,5.0,2022,Week 15
1.18,77.1%,6.4%,PHI,CHI,4.0,2022,Week 15
1.15,74.2%,2.8%,BUF,MIA,4.0,2022,Week 15
1.14,75.7%,10.1%,GB,LAR,1.0,2022,Week 15
1.01,64.7%,1.6%,DAL,JAX,2.5,2022,Week 15
0.99,66.9%,9.7%,NO,ATL,0.5,2022,Week 15
0.97,65.5%,9.2%,WAS,NYG,0.0,2022,Week 15
0.97,62.3%,2.1%,CIN,TB,1.5,2022,Week 15
0.93,61.5%,6.0%,SF,SEA,4.0,2022,Week 15
0.91,58.0%,0.5%,CLE,BAL,0.5,2022,Week 15
0.91,59.0%,2.8%,LAC,TEN,2.5,2022,Week 15
0.90,57.6%,1.6%,CAR,PIT,0.0,2022,Week 15
0.86,55.0%,1.1%,LV,NE,0.0,2022,Week 15
0.86,63.5%,22.3%,MIN,IND,1.5,2022,Week 15
0.85,53.6%,1.6%,NYJ,DET,0.0,2022,Week 15
0.84,53.5%,0.5%,DEN,ARI,0.5,2022,Week 15
0.73,46.5%,0.8%,ARI,DEN,0.0,2022,Week 15
0.73,46.4%,2.1%,DET,NYJ,1.5,2022,Week 15
0.71,36.5%,0.2%,IND,MIN,1.5,2022,Week 15
0.71,45.0%,0.6%,NE,LV,0.5,2022,Week 15
0.67,42.4%,1.1%,PIT,CAR,0.5,2022,Week 15
0.66,41.0%,0.1%,TEN,LAC,1.0,2022,Week 15
0.66,42.0%,0.5%,BAL,CLE,3.0,2022,Week 15
0.64,38.5%,0.4%,SEA,SF,1.0,2022,Week 15
0.60,37.7%,0.2%,TB,CIN,3.5,2022,Week 15
0.60,34.5%,0.5%,NYG,WAS,0.5,2022,Week 15
0.58,33.1%,0.1%,ATL,NO,0.0,2022,Week 15
0.56,35.3%,0.1%,JAX,DAL,1.0,2022,Week 15
0.44,24.3%,0.1%,LAR,GB,0.0,2022,Week 15
0.42,25.8%,0.0%,MIA,BUF,2.0,2022,Week 15
0.39,22.9%,0.1%,CHI,PHI,0.0,2022,Week 15
0.29,14.4%,0.0%,HOU,KC,0.0,2022,Week 15
1.30,80.4%,3.4%,KC,SEA,5.0,2022,Week 16
1.17,74.5%,9.1%,BUF,CHI,2.5,2022,Week 16
1.14,70.8%,3.0%,BAL,ATL,1.0,2022,Week 16
1.14,74.2%,12.0%,TB,ARI,2.0,2022,Week 16
1.06,65.8%,3.0%,MIN,NYG,1.5,2022,Week 16
1.04,63.7%,0.1%,DAL,PHI,4.5,2022,Week 16
1.04,70.8%,19.1%,SF,WAS,4.5,2022,Week 16
1.03,63.1%,1.2%,MIA,GB,2.0,2022,Week 16
1.02,62.9%,2.7%,CLE,NO,0.0,2022,Week 16
1.00,61.0%,1.1%,DEN,LAR,0.0,2022,Week 16
0.97,62.9%,9.5%,LAC,IND,2.0,2022,Week 16
0.96,59.6%,2.2%,CIN,NE,1.0,2022,Week 16
0.94,57.6%,1.2%,PIT,LV,0.0,2022,Week 16
0.92,56.2%,1.9%,NYJ,JAX,0.5,2022,Week 16
0.89,61.4%,17.1%,TEN,HOU,0.0,2022,Week 16
0.86,54.8%,6.2%,DET,CAR,2.0,2022,Week 16
0.78,45.2%,1.1%,CAR,DET,0.0,2022,Week 16
0.75,38.6%,0.1%,HOU,TEN,0.0,2022,Week 16
0.72,43.8%,1.8%,JAX,NYJ,2.5,2022,Week 16
0.70,42.4%,1.0%,LV,PIT,0.0,2022,Week 16
0.68,40.4%,0.2%,NE,CIN,0.0,2022,Week 16
0.67,37.1%,0.5%,IND,LAC,2.0,2022,Week 16
0.64,39.0%,0.6%,LAR,DEN,0.0,2022,Week 16
0.62,37.1%,0.9%,NO,CLE,1.0,2022,Week 16
0.61,36.9%,0.3%,GB,MIA,2.5,2022,Week 16
0.60,29.2%,0.1%,WAS,SF,0.5,2022,Week 16
0.60,36.3%,0.1%,PHI,DAL,5.0,2022,Week 16
0.58,34.2%,0.1%,NYG,MIN,1.5,2022,Week 16
0.50,25.8%,0.2%,ARI,TB,0.0,2022,Week 16
0.50,29.2%,0.1%,ATL,BAL,1.5,2022,Week 16
0.47,25.5%,0.1%,CHI,BUF,0.0,2022,Week 16
0.34,19.6%,0.1%,SEA,KC,1.0,2022,Week 16
1.42,85.4%,1.7%,DAL,TEN,2.5,2022,Week 17
1.41,85.1%,3.6%,KC,DEN,3.5,2022,Week 17
1.28,78.5%,6.4%,SF,LV,5.0,2022,Week 17
1.21,71.8%,3.5%,ATL,ARI,2.0,2022,Week 17
1.13,71.4%,10.5%,LAC,LAR,1.5,2022,Week 17
1.12,68.1%,3.3%,PHI,NO,5.0,2022,Week 17
1.04,67.5%,14.6%,NYG,IND,0.0,2022,Week 17
1.04,62.4%,0.5%,GB,MIN,2.0,2022,Week 17
1.04,64.1%,4.6%,TB,CAR,0.0,2022,Week 17
1.00,59.9%,1.0%,NE,MIA,0.0,2022,Week 17
0.98,66.0%,18.4%,DET,CHI,0.0,2022,Week 17
0.97,63.6%,13.5%,JAX,HOU,3.0,2022,Week 17
0.94,56.2%,0.3%,BUF (PPD),CIN,3.5,2022,Week 17
0.91,53.7%,1.0%,WAS,CLE,0.0,2022,Week 17
0.89,53.3%,0.8%,BAL,PIT,0.0,2022,Week 17
0.87,51.4%,0.6%,NYJ,SEA,0.0,2022,Week 17
0.80,48.6%,2.2%,SEA,NYJ,3.0,2022,Week 17
0.79,46.7%,0.2%,PIT,BAL,1.0,2022,Week 17
0.77,46.3%,2.1%,CLE,WAS,0.0,2022,Week 17
0.73,43.8%,0.2%,CIN (PPD),BUF,3.0,2022,Week 17
0.70,36.4%,0.5%,HOU,JAX,0.0,2022,Week 17
0.69,34.0%,0.7%,CHI,DET,0.0,2022,Week 17
0.67,40.1%,0.8%,MIA,NE,0.5,2022,Week 17
0.63,35.9%,0.1%,CAR,TB,0.0,2022,Week 17
0.63,37.6%,0.2%,MIN,GB,2.0,2022,Week 17
0.63,32.5%,2.5%,IND,NYG,1.0,2022,Week 17
0.55,31.9%,0.2%,NO,PHI,1.5,2022,Week 17
0.55,28.6%,0.2%,LAR,LAC,0.0,2022,Week 17
0.46,28.2%,5.5%,ARI,ATL,0.0,2022,Week 17
0.39,21.5%,0.3%,LV,SF,0.0,2022,Week 17
0.26,14.9%,0.0%,DEN,KC,0.0,2022,Week 17
0.25,14.6%,0.3%,TEN,DAL,0.0,2022,Week 17
1.43,90.4%,2.9%,PHI,NYG,0.0,2022,Week 18
1.37,87.7%,8.2%,SF,ARI,0.0,2022,Week 18
1.28,82.2%,6.2%,CIN,BAL,0.0,2022,Week 18
1.23,77.8%,1.1%,KC,LV,0.0,2022,Week 18
1.19,75.6%,2.1%,BUF,NE,0.0,2022,Week 18
1.17,74.0%,1.1%,DAL,WAS,0.0,2022,Week 18
1.14,70.4%,0.7%,DEN,LAC,0.0,2022,Week 18
1.09,68.2%,1.3%,ATL,TB,0.0,2022,Week 18
1.08,70.7%,7.7%,MIN,CHI,0.0,2022,Week 18
1.06,68.1%,4.1%,GB,DET,0.0,2022,Week 18
1.01,67.5%,11.8%,SEA,LAR,0.0,2022,Week 18
1.01,70.6%,19.9%,JAX,TEN,0.0,2022,Week 18
0.99,63.7%,4.1%,NO,CAR,0.0,2022,Week 18
0.99,63.4%,3.6%,MIA,NYJ,0.0,2022,Week 18
0.91,59.5%,6.0%,IND,HOU,0.0,2022,Week 18
0.89,57.8%,4.6%,PIT,CLE,0.0,2022,Week 18
0.69,42.2%,1.0%,CLE,PIT,0.0,2022,Week 18
0.68,40.5%,0.5%,HOU,IND,0.0,2022,Week 18
0.60,36.6%,0.3%,NYJ,MIA,0.0,2022,Week 18
0.60,36.3%,0.4%,CAR,NO,0.0,2022,Week 18
0.58,29.4%,1.2%,TEN,JAX,0.0,2022,Week 18
0.57,32.5%,2.4%,LAR,SEA,0.0,2022,Week 18
0.53,31.9%,0.3%,DET,GB,0.0,2022,Week 18
0.51,29.3%,0.2%,CHI,MIN,0.0,2022,Week 18
0.50,31.8%,2.4%,TB,ATL,0.0,2022,Week 18
0.45,29.6%,4.8%,LAC,DEN,0.0,2022,Week 18
0.42,26.0%,0.3%,WAS,DAL,0.0,2022,Week 18
0.40,24.4%,0.1%,NE,BUF,0.0,2022,Week 18
0.36,22.2%,0.2%,LV,KC,0.0,2022,Week 18
0.31,17.8%,0.1%,BAL,CIN,0.0,2022,Week 18
0.22,12.3%,0.3%,ARI,SF,0.0,2022,Week 18
0.16,9.6%,0.1%,NYG,PHI,0.0,2022,Week 18
