EntryName,Total_Wins,Week_1,Week_2,Week_3,Week_4,Week_5,Week_6,Week_7,Week_8,Week_9,Week_10,Week_11,Week_12,Week_13,Week_14,Week_15,Week_16,Week_17,Week_18,Planner,Contrarian,EV Hunter,Sprinter,Hoarder,Tourist,Picks_Used,Primary_Archetype,Archetype_Mix,Confidence
BBOSSE22-3,13,NE,CHI,CLE,BAL,PIT,IND,PHI,KC,ATL,ARI,LAC,WAS,NO,SEA,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,58.8,6.2,93.8,93.8,46.9,34.4,1,EV Hunter,EV Hunter (94) / Sprinter (94),Low
Belvedere-1,13,KC,PIT,IND,LAR,ARI,MIA,BUF,PHI,GB,NO,LAC,HOU,NYG,SEA,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,95.6,12.5,96.9,96.9,7.6,13.3,1,EV Hunter,EV Hunter (97) / Sprinter (97) / Planner (96),Low
DIGGS ALLEN '22-5,13,BUF,ARI,CLE,TB,BAL,IND,PHI,KC,TEN,LV,PIT,WAS,MIA,SEA,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,3.1,84.4,84.4,23.7,31.2,1,Planner,Planner (88) / EV Hunter (84) / Sprinter (84),Low
ESSENTIAL BETTORS-3,13,KC,TB,IND,LAR,DAL,MIA,BUF,PHI,GB,NO,LAC,HOU,CLE,SEA,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,95.6,12.5,96.9,96.9,7.6,13.3,1,EV Hunter,EV Hunter (97) / Sprinter (97) / Planner (96),Low
Iron Mountain-5,13,NE,PIT,IND,LAR,ARI,BAL,BUF,PHI,KC,GB,LAC,HOU,MIA,SEA,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,58.8,6.2,93.8,93.8,46.9,34.4,1,EV Hunter,EV Hunter (94) / Sprinter (94),Low
JAM-1,13,BUF,SF,IND,BAL,ARI,MIA,KC,TB,PIT,GB,LAC,HOU,CLE,SEA,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,3.1,84.4,84.4,23.7,31.2,1,Planner,Planner (88) / EV Hunter (84) / Sprinter (84),Low
Lehrjet-1,13,BUF,TEN,IND,LAR,ARI,MIA,PHI,KC,NE,NO,LAC,HOU,GB,PIT,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,3.1,84.4,84.4,23.7,31.2,1,Planner,Planner (88) / EV Hunter (84) / Sprinter (84),Low
Live Odds-1,13,PIT,ARI,CLE,BAL,NO,IND,BUF,TB,NE,GB,LAC,HOU,MIA,SEA,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,100.0,18.8,81.2,81.2,15.2,37.5,1,Planner,Planner (100),Low
Ned Landers-3,13,LAC,GB,TB,LAR,DAL,MIA,BUF,NO,MIN,LV,KC,HOU,NYG,PIT,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,95.6,31.2,65.6,65.6,25.6,69.5,1,Planner,Planner (96),Low
PGAMOPTOUR5-2,13,NE,TB,IND,LAR,BAL,MIA,BUF,KC,PIT,GB,LAC,WAS,CLE,SEA,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,58.8,6.2,93.8,93.8,46.9,34.4,1,EV Hunter,EV Hunter (94) / Sprinter (94),Low
PRAY4DUBB-3,13,PIT,ARI,NE,BAL,HOU,MIA,BUF,TB,KC,GB,LAC,WAS,NO,SEA,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,100.0,18.8,81.2,81.2,15.2,37.5,1,Planner,Planner (100),Low
TEAM MOIST-3,13,BAL,KC,CLE,LAR,PIT,MIA,BUF,PHI,MIN,GB,LAC,HOU,NYG,SEA,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,9.4,87.5,87.5,0.0,17.2,1,Planner,Planner (88) / EV Hunter (88) / Sprinter (88),Low
WHERE'S LUNCH-4,13,NE,TB,IND,LAR,BAL,MIA,BUF,KC,PIT,GB,LAC,WAS,NYG,SEA,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,58.8,6.2,93.8,93.8,46.9,34.4,1,EV Hunter,EV Hunter (94) / Sprinter (94),Low
buffalo1-3,12,NE,KC,IND,LAR,BAL,MIA,BUF,TB,PIT,GB,LAC,HOU,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,58.8,6.2,93.8,93.8,46.9,34.4,1,EV Hunter,EV Hunter (94) / Sprinter (94),Low
zeke-1,12,BUF,SF,IND,BAL,PIT,MIA,KC,TB,GB,NO,LAC,HOU,LAR,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,3.1,84.4,84.4,23.7,31.2,1,Planner,Planner (88) / EV Hunter (84) / Sprinter (84),Low
1JeffIgor-1,11,BUF,TEN,CLE,LAR,BAL,IND,LAC,TB,KC,GB,PIT,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,3.1,84.4,84.4,23.7,31.2,1,Planner,Planner (88) / EV Hunter (84) / Sprinter (84),Low
7- Out-2,11,NE,TEN,IND,LAR,BAL,MIA,BUF,KC,PIT,GB,LAC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,58.8,6.2,93.8,93.8,46.9,34.4,1,EV Hunter,EV Hunter (94) / Sprinter (94),Low
82017Taylar-1,11,KC,ARI,IND,LAR,BAL,MIA,LAC,TB,HOU,GB,PIT,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,95.6,12.5,96.9,96.9,7.6,13.3,1,EV Hunter,EV Hunter (97) / Sprinter (97) / Planner (96),Low
@Jay Swah Sports-5,11,NE,TEN,IND,LAR,NO,MIA,LAC,PHI,PIT,GB,KC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,58.8,6.2,93.8,93.8,46.9,34.4,1,EV Hunter,EV Hunter (94) / Sprinter (94),Low
ACKATTACK-2,11,PIT,TEN,IND,LAR,ARI,MIA,BUF,PHI,NE,GB,LAC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,100.0,18.8,81.2,81.2,15.2,37.5,1,Planner,Planner (100),Low
beefaroni-4,11,BAL,TB,IND,LAR,HOU,MIA,NO,PHI,PIT,GB,LAC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,9.4,87.5,87.5,0.0,17.2,1,Planner,Planner (88) / EV Hunter (88) / Sprinter (88),Low
Big Johnsons-1,11,BUF,PIT,IND,LAR,SEA,MIA,KC,PHI,HOU,GB,LAC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,3.1,84.4,84.4,23.7,31.2,1,Planner,Planner (88) / EV Hunter (84) / Sprinter (84),Low
BIGDNICK-1,11,NE,ARI,IND,LAR,NO,BAL,BUF,PHI,HOU,GB,KC,DET,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,58.8,6.2,93.8,93.8,46.9,34.4,1,EV Hunter,EV Hunter (94) / Sprinter (94),Low
BILLS MAFIA-1,11,NE,TEN,CLE,LAR,HOU,MIA,BUF,KC,PIT,NO,LAC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,58.8,6.2,93.8,93.8,46.9,34.4,1,EV Hunter,EV Hunter (94) / Sprinter (94),Low
Bison Sports-3,11,NO,TEN,IND,BAL,DAL,MIA,BUF,KC,PIT,GB,LAC,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,94.1,28.1,75.0,75.0,14.1,48.4,1,Planner,Planner (94),Low
BLOW OUT-2,11,NE,TEN,CLE,LAR,BAL,MIA,BUF,TB,PIT,NO,LAC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,58.8,6.2,93.8,93.8,46.9,34.4,1,EV Hunter,EV Hunter (94) / Sprinter (94),Low
BOAT 502-1,11,BUF,TEN,NE,LAR,PIT,IND,KC,TB,GB,NO,LAC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,3.1,84.4,84.4,23.7,31.2,1,Planner,Planner (88) / EV Hunter (84) / Sprinter (84),Low
BOYCOTT 8 PCT-3,11,KC,TB,IND,LAR,PIT,MIA,NO,PHI,NE,GB,LAC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,95.6,12.5,96.9,96.9,7.6,13.3,1,EV Hunter,EV Hunter (97) / Sprinter (97) / Planner (96),Low
BOYCOTT 8 PCT-5,11,KC,TEN,CLE,LAR,HOU,MIA,BUF,TB,PIT,GB,LAC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,95.6,12.5,96.9,96.9,7.6,13.3,1,EV Hunter,EV Hunter (97) / Sprinter (97) / Planner (96),Low
BROMATSONS-1,11,PIT,TEN,IND,LAR,HOU,MIA,BUF,TB,KC,GB,LAC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,100.0,18.8,81.2,81.2,15.2,37.5,1,Planner,Planner (100),Low
BUY LOW-1,11,BUF,KC,TB,LAR,SEA,BAL,LAC,PHI,HOU,GB,PIT,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,3.1,84.4,84.4,23.7,31.2,1,Planner,Planner (88) / EV Hunter (84) / Sprinter (84),Low
Chaddie & Maddie-4,11,NE,GB,IND,LAR,BAL,MIA,BUF,KC,PIT,NO,LAC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,58.8,6.2,93.8,93.8,46.9,34.4,1,EV Hunter,EV Hunter (94) / Sprinter (94),Low
CLARKGRIZWOLD-3,11,BUF,ARI,IND,LAR,NO,MIA,LAC,PHI,NE,GB,PIT,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,3.1,84.4,84.4,23.7,31.2,1,Planner,Planner (88) / EV Hunter (84) / Sprinter (84),Low
COOLCATSANDKITTENS-4,11,BAL,PIT,NE,TB,NO,IND,BUF,PHI,HOU,GB,LAC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,9.4,87.5,87.5,0.0,17.2,1,Planner,Planner (88) / EV Hunter (88) / Sprinter (88),Low
CRE8-1,11,BUF,TEN,IND,LAR,PIT,MIA,LAC,TB,NE,GB,KC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,3.1,84.4,84.4,23.7,31.2,1,Planner,Planner (88) / EV Hunter (84) / Sprinter (84),Low
DaliBones-2,11,KC,TEN,CLE,LAR,BAL,IND,BUF,PHI,NE,PIT,LAC,DET,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,95.6,12.5,96.9,96.9,7.6,13.3,1,EV Hunter,EV Hunter (97) / Sprinter (97) / Planner (96),Low
DESERT DOGG-2,11,BAL,ARI,CLE,LAR,NO,MIA,BUF,PHI,PIT,GB,LAC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,9.4,87.5,87.5,0.0,17.2,1,Planner,Planner (88) / EV Hunter (88) / Sprinter (88),Low
DMAYS-1,11,KC,GB,IND,LAR,BAL,MIA,BUF,TB,NE,NO,LAC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,95.6,12.5,96.9,96.9,7.6,13.3,1,EV Hunter,EV Hunter (97) / Sprinter (97) / Planner (96),Low
EROQ-5,11,BAL,KC,NE,LAR,ARI,MIA,BUF,PHI,HOU,GB,LAC,DET,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,9.4,87.5,87.5,0.0,17.2,1,Planner,Planner (88) / EV Hunter (88) / Sprinter (88),Low
EX-FINANCE-2,11,KC,TEN,IND,LAR,ARI,MIA,BUF,TB,HOU,NO,LAC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,95.6,12.5,96.9,96.9,7.6,13.3,1,EV Hunter,EV Hunter (97) / Sprinter (97) / Planner (96),Low
EX-FINANCE-4,11,NE,TEN,IND,LAR,PIT,MIA,BUF,TB,HOU,NO,LAC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,58.8,6.2,93.8,93.8,46.9,34.4,1,EV Hunter,EV Hunter (94) / Sprinter (94),Low
Follow Proto-2,11,NE,ARI,CLE,BAL,HOU,PIT,BUF,TB,KC,NO,LAC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,58.8,6.2,93.8,93.8,46.9,34.4,1,EV Hunter,EV Hunter (94) / Sprinter (94),Low
Football Junkies-4,11,BAL,ARI,IND,LAR,DAL,MIA,BUF,KC,PIT,GB,LAC,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,9.4,87.5,87.5,0.0,17.2,1,Planner,Planner (88) / EV Hunter (88) / Sprinter (88),Low
Gamblenomics-1,11,NE,TB,IND,LAR,HOU,MIA,BUF,PHI,KC,GB,PIT,DET,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,58.8,6.2,93.8,93.8,46.9,34.4,1,EV Hunter,EV Hunter (94) / Sprinter (94),Low
Gamblenomics-5,11,BAL,KC,IND,LAR,HOU,MIA,BUF,PHI,NE,GB,LAC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,9.4,87.5,87.5,0.0,17.2,1,Planner,Planner (88) / EV Hunter (88) / Sprinter (88),Low
GAMBLEONGOLD-2,11,BUF,TB,IND,LAR,HOU,BAL,LAC,PHI,NE,GB,PIT,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,3.1,84.4,84.4,23.7,31.2,1,Planner,Planner (88) / EV Hunter (84) / Sprinter (84),Low
GAMBLEONGOLD-3,11,BAL,ARI,IND,LAR,NO,MIA,BUF,TB,HOU,PIT,LAC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,9.4,87.5,87.5,0.0,17.2,1,Planner,Planner (88) / EV Hunter (88) / Sprinter (88),Low
GAMBLEONGOLD-4,11,NE,CLE,IND,TB,HOU,MIA,LAR,KC,TEN,NO,LAC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,58.8,6.2,93.8,93.8,46.9,34.4,1,EV Hunter,EV Hunter (94) / Sprinter (94),Low
GAVIN45-2,11,PIT,SF,IND,LAR,SEA,MIA,BUF,TB,KC,GB,LAC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,100.0,18.8,81.2,81.2,15.2,37.5,1,Planner,Planner (100),Low
Grinder-1,11,BUF,ARI,NE,LAR,BAL,IND,LAC,PHI,KC,TB,PIT,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,3.1,84.4,84.4,23.7,31.2,1,Planner,Planner (88) / EV Hunter (84) / Sprinter (84),Low
H-TOWN-1,11,BUF,CHI,IND,LAR,ARI,MIA,LAC,PHI,GB,NO,KC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,3.1,84.4,84.4,23.7,31.2,1,Planner,Planner (88) / EV Hunter (84) / Sprinter (84),Low
HARDEN DINING HALL-1,11,BUF,TB,IND,LAR,ARI,MIA,LAC,PHI,HOU,NO,KC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,3.1,84.4,84.4,23.7,31.2,1,Planner,Planner (88) / EV Hunter (84) / Sprinter (84),Low
HARTMANN-1,11,BUF,TEN,IND,LAR,NO,MIA,LAC,PHI,KC,GB,PIT,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,3.1,84.4,84.4,23.7,31.2,1,Planner,Planner (88) / EV Hunter (84) / Sprinter (84),Low
He Is The One-3,11,PIT,BUF,IND,LAR,SEA,BAL,GB,KC,NE,MIA,LAC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,100.0,18.8,81.2,81.2,15.2,37.5,1,Planner,Planner (100),Low
Heater City-1,11,BUF,TB,IND,LAR,ARI,MIA,LAC,PHI,KC,GB,PIT,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,3.1,84.4,84.4,23.7,31.2,1,Planner,Planner (88) / EV Hunter (84) / Sprinter (84),Low
HeatStroke-3,11,NE,ARI,CLE,LAR,HOU,MIA,BUF,TB,KC,GB,LAC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,58.8,6.2,93.8,93.8,46.9,34.4,1,EV Hunter,EV Hunter (94) / Sprinter (94),Low
HORNET.-1,11,KC,TB,CLE,LAR,BAL,IND,BUF,PHI,HOU,GB,LAC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,95.6,12.5,96.9,96.9,7.6,13.3,1,EV Hunter,EV Hunter (97) / Sprinter (97) / Planner (96),Low
Iron Mountain-4,11,BUF,TEN,CLE,BAL,LAR,MIA,LAC,TB,NE,NO,KC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,3.1,84.4,84.4,23.7,31.2,1,Planner,Planner (88) / EV Hunter (84) / Sprinter (84),Low
JFK JR-1,11,KC,GB,IND,LAR,BAL,MIA,BUF,TB,PIT,NO,LAC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,95.6,12.5,96.9,96.9,7.6,13.3,1,EV Hunter,EV Hunter (97) / Sprinter (97) / Planner (96),Low
Jokey-1,11,NE,TB,IND,LAR,PIT,MIA,BUF,KC,HOU,GB,LAC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,58.8,6.2,93.8,93.8,46.9,34.4,1,EV Hunter,EV Hunter (94) / Sprinter (94),Low
Just Say Yes!-1,11,BUF,GB,IND,LAR,BAL,MIA,LAC,PHI,KC,NO,PIT,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,3.1,84.4,84.4,23.7,31.2,1,Planner,Planner (88) / EV Hunter (84) / Sprinter (84),Low
JUST TALK DIRTY-1,11,BUF,ARI,CLE,TB,PIT,IND,NO,PHI,HOU,GB,LAC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,3.1,84.4,84.4,23.7,31.2,1,Planner,Planner (88) / EV Hunter (84) / Sprinter (84),Low
Kitsunegari-2,11,KC,CLE,IND,LAR,BAL,MIA,BUF,TB,PIT,NO,LAC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,95.6,12.5,96.9,96.9,7.6,13.3,1,EV Hunter,EV Hunter (97) / Sprinter (97) / Planner (96),Low
Live Healthy Rich-1,11,PIT,TB,IND,LAR,BAL,MIA,BUF,PHI,KC,GB,LAC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,100.0,18.8,81.2,81.2,15.2,37.5,1,Planner,Planner (100),Low
LIZ-1,11,KC,TEN,CLE,LAR,BAL,IND,BUF,TB,NE,GB,PIT,DET,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,95.6,12.5,96.9,96.9,7.6,13.3,1,EV Hunter,EV Hunter (97) / Sprinter (97) / Planner (96),Low
Lucas Nogueira-1,11,NE,TEN,TB,LAR,NO,MIA,LAC,PHI,KC,GB,PIT,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,58.8,6.2,93.8,93.8,46.9,34.4,1,EV Hunter,EV Hunter (94) / Sprinter (94),Low
Lucas Nogueira-5,11,NE,CHI,TB,LAR,BAL,IND,LAC,KC,HOU,GB,PIT,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,58.8,6.2,93.8,93.8,46.9,34.4,1,EV Hunter,EV Hunter (94) / Sprinter (94),Low
LUCKY 13-1,11,BAL,SF,IND,LAR,SEA,MIA,BUF,PHI,KC,GB,LAC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,9.4,87.5,87.5,0.0,17.2,1,Planner,Planner (88) / EV Hunter (88) / Sprinter (88),Low
Luther41-1,11,BUF,TB,IND,LAR,BAL,MIA,KC,PHI,TEN,GB,LAC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,3.1,84.4,84.4,23.7,31.2,1,Planner,Planner (88) / EV Hunter (84) / Sprinter (84),Low
Maiowe-1,11,KC,CLE,IND,TB,HOU,MIA,BUF,PHI,NE,GB,LAC,DET,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,95.6,12.5,96.9,96.9,7.6,13.3,1,EV Hunter,EV Hunter (97) / Sprinter (97) / Planner (96),Low
MATADOR-1,11,BUF,TB,IND,LAR,NO,MIA,LAC,PHI,NE,GB,KC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,3.1,84.4,84.4,23.7,31.2,1,Planner,Planner (88) / EV Hunter (84) / Sprinter (84),Low
MAX-1,11,BUF,TB,IND,LAR,BAL,MIA,LAC,KC,PIT,GB,NO,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,3.1,84.4,84.4,23.7,31.2,1,Planner,Planner (88) / EV Hunter (84) / Sprinter (84),Low
MICHCONN-2,11,BUF,KC,IND,LAR,BAL,MIA,NO,TB,PIT,GB,LAC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,3.1,84.4,84.4,23.7,31.2,1,Planner,Planner (88) / EV Hunter (84) / Sprinter (84),Low
Midnight Cat-1,11,BUF,TB,NE,BAL,SEA,MIA,LAC,KC,HOU,GB,PIT,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,3.1,84.4,84.4,23.7,31.2,1,Planner,Planner (88) / EV Hunter (84) / Sprinter (84),Low
MINTF-5,11,NE,SF,IND,BAL,PIT,MIA,BUF,KC,HOU,GB,LAC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,58.8,6.2,93.8,93.8,46.9,34.4,1,EV Hunter,EV Hunter (94) / Sprinter (94),Low
MONEY OBSCENE-2,11,PIT,TB,IND,LAR,BAL,MIA,BUF,KC,NE,GB,LAC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,100.0,18.8,81.2,81.2,15.2,37.5,1,Planner,Planner (100),Low
MR BOBBY F-1,11,BAL,KC,IND,LAR,HOU,MIA,BUF,TB,NE,NO,PIT,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,9.4,87.5,87.5,0.0,17.2,1,Planner,Planner (88) / EV Hunter (88) / Sprinter (88),Low
MR. PICKLES-1,11,BUF,TEN,CLE,LAR,NO,MIA,LAC,PHI,NE,GB,PIT,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,3.1,84.4,84.4,23.7,31.2,1,Planner,Planner (88) / EV Hunter (84) / Sprinter (84),Low
NORTH OF THE BORDER-2,11,NE,KC,IND,LAR,BAL,MIA,BUF,PHI,PIT,GB,LAC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,58.8,6.2,93.8,93.8,46.9,34.4,1,EV Hunter,EV Hunter (94) / Sprinter (94),Low
NOTJOE'SAVGJALAPENOS-3,11,BUF,PIT,IND,LAR,BAL,MIA,NO,PHI,HOU,TB,LAC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,3.1,84.4,84.4,23.7,31.2,1,Planner,Planner (88) / EV Hunter (84) / Sprinter (84),Low
OFFINTHEWOODS-1,11,NE,GB,IND,BAL,ARI,MIA,BUF,KC,PIT,NO,LAC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,58.8,6.2,93.8,93.8,46.9,34.4,1,EV Hunter,EV Hunter (94) / Sprinter (94),Low
ONE MAIN-1,11,BUF,GB,TB,LAR,NO,IND,KC,PHI,NE,PIT,LAC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,3.1,84.4,84.4,23.7,31.2,1,Planner,Planner (88) / EV Hunter (84) / Sprinter (84),Low
ORDER UP-3,11,BUF,SF,IND,LAR,NO,MIA,PHI,KC,PIT,GB,LAC,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,3.1,84.4,84.4,23.7,31.2,1,Planner,Planner (88) / EV Hunter (84) / Sprinter (84),Low
PAR5ONIN2-1,11,KC,TEN,IND,LAR,DAL,MIA,BUF,TB,HOU,GB,PIT,DET,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,95.6,12.5,96.9,96.9,7.6,13.3,1,EV Hunter,EV Hunter (97) / Sprinter (97) / Planner (96),Low
PGAMOPTOUR5-4,11,NE,TB,IND,BAL,DAL,MIA,BUF,KC,PIT,GB,NO,DET,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,58.8,6.2,93.8,93.8,46.9,34.4,1,EV Hunter,EV Hunter (94) / Sprinter (94),Low
PLAYIN N STAYIN-2,11,BUF,TB,IND,LAR,BAL,MIA,NO,KC,NE,CLE,PIT,DAL,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,3.1,84.4,84.4,23.7,31.2,1,Planner,Planner (88) / EV Hunter (84) / Sprinter (84),Low
Putting on the foil-4,11,NE,SEA,IND,LAR,BAL,MIA,LAC,PHI,KC,GB,PIT,DET,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,58.8,6.2,93.8,93.8,46.9,34.4,1,EV Hunter,EV Hunter (94) / Sprinter (94),Low
