week,team,actual,behavioral,topdown,behavioral_err,topdown_err,alive,entry_logloss,entry_top1
8,MIN,0.00162,0.00991,0.00191,0.00829,0.00028,1234,1.3078,0.5989
8,NE,0.0,0.00204,0.0,0.00204,0.0,1234,1.3078,0.5989
8,NO,0.00486,0.01839,0.002,0.01353,-0.00286,1234,1.3078,0.5989
8,NYG,0.0,0.00678,0.00043,0.00678,0.00043,1234,1.3078,0.5989
8,NYJ,0.01459,0.03658,0.01088,0.02199,-0.00371,1234,1.3078,0.5989
8,PHI,0.00891,0.01366,0.05917,0.00475,0.05026,1234,1.3078,0.5989
8,PIT,0.0,0.02348,7e-05,0.02348,7e-05,1234,1.3078,0.5989
8,SEA,0.00243,0.0026,0.00423,0.00016,0.0018,1234,1.3078,0.5989
8,SF,0.00243,0.00929,0.00176,0.00686,-0.00067,1234,1.3078,0.5989
8,TB,0.0,0.00324,0.0,0.00324,0.0,1234,1.3078,0.5989
8,TEN,0.0,0.00827,0.00065,0.00827,0.00065,1234,1.3078,0.5989
8,WAS,0.0,0.00246,3e-05,0.00246,3e-05,1234,1.3078,0.5989
9,ARI,0.0,0.00062,1e-05,0.00062,1e-05,1197,1.2352,0.5706
9,ATL,0.03258,0.00996,0.01107,-0.02262,-0.02151,1197,1.2352,0.5706
9,BAL,0.0117,0.03013,0.01087,0.01844,-0.00083,1197,1.2352,0.5706
9,BUF,0.00084,0.00076,3e-05,-8e-05,-0.0008,1197,1.2352,0.5706
9,CAR,0.0,0.00175,0.0004,0.00175,0.0004,1197,1.2352,0.5706
9,CHI,0.0,0.00261,0.0,0.00261,0.0,1197,1.2352,0.5706
9,CIN,0.00084,0.00538,0.00168,0.00455,0.00084,1197,1.2352,0.5706
9,CLE,0.54052,0.61459,0.53699,0.07407,-0.00353,1197,1.2352,0.5706
9,DAL,0.0,0.00036,4e-05,0.00036,4e-05,1197,1.2352,0.5706
9,GB,0.00585,0.00642,0.00695,0.00057,0.0011,1197,1.2352,0.5706
9,HOU,0.00167,0.00792,0.00514,0.00625,0.00347,1197,1.2352,0.5706
9,IND,0.00334,0.0208,0.00364,0.01746,0.00029,1197,1.2352,0.5706
9,KC,0.0,0.00108,3e-05,0.00108,3e-05,1197,1.2352,0.5706
9,LA,0.0,0.00368,1e-05,0.00368,1e-05,1197,1.2352,0.5706
9,LAC,0.00835,0.00144,0.00439,-0.00691,-0.00396,1197,1.2352,0.5706
9,LV,0.00167,0.01322,0.00217,0.01155,0.00049,1197,1.2352,0.5706
9,MIA,0.0,0.00023,7e-05,0.00023,7e-05,1197,1.2352,0.5706
9,MIN,0.0,0.00486,1e-05,0.00486,1e-05,1197,1.2352,0.5706
9,NE,0.00334,0.02412,0.00692,0.02077,0.00358,1197,1.2352,0.5706
9,NO,0.38262,0.17427,0.39984,-0.20835,0.01721,1197,1.2352,0.5706
9,NYG,0.0,0.00319,0.00089,0.00319,0.00089,1197,1.2352,0.5706
9,NYJ,0.0,0.01075,9e-05,0.01075,9e-05,1197,1.2352,0.5706
9,PHI,0.0,0.00564,0.00138,0.00564,0.00138,1197,1.2352,0.5706
9,PIT,0.00668,0.04434,0.00648,0.03766,-0.0002,1197,1.2352,0.5706
9,SEA,0.0,4e-05,0.0,4e-05,0.0,1197,1.2352,0.5706
9,TB,0.0,0.00972,0.00021,0.00972,0.00021,1197,1.2352,0.5706
9,TEN,0.0,0.00093,0.0001,0.00093,0.0001,1197,1.2352,0.5706
9,WAS,0.0,0.00117,0.00061,0.00117,0.00061,1197,1.2352,0.5706
10,ARI,0.00174,0.00904,0.00047,0.00729,-0.00128,1149,1.6052,0.3629
10,ATL,0.00174,0.01557,0.00333,0.01383,0.00159,1149,1.6052,0.3629
10,BAL,0.03568,0.01759,0.01247,-0.01809,-0.02322,1149,1.6052,0.3629
10,BUF,0.06005,0.0081,0.0751,-0.05195,0.01505,1149,1.6052,0.3629
10,CAR,0.0,0.00533,0.0,0.00533,0.0,1149,1.6052,0.3629
10,CHI,0.06266,0.03924,0.01739,-0.02342,-0.04527,1149,1.6052,0.3629
10,CIN,0.36728,0.47718,0.42758,0.1099,0.0603,1149,1.6052,0.3629
10,CLE,0.0,0.00067,0.0,0.00067,0.0,1149,1.6052,0.3629
10,DAL,0.33072,0.28357,0.41124,-0.04716,0.08052,1149,1.6052,0.3629
10,DEN,0.0,0.00219,0.0,0.00219,0.0,1149,1.6052,0.3629
10,DET,0.00087,0.00204,0.00367,0.00117,0.0028,1149,1.6052,0.3629
10,GB,0.0,0.00082,0.00019,0.00082,0.00019,1149,1.6052,0.3629
10,HOU,0.0,0.00233,1e-05,0.00233,1e-05,1149,1.6052,0.3629
10,IND,0.00087,0.00835,0.00036,0.00748,-0.00051,1149,1.6052,0.3629
10,JAX,0.0,0.00304,9e-05,0.00304,9e-05,1149,1.6052,0.3629
10,LAC,0.0,0.00178,0.00014,0.00178,0.00014,1149,1.6052,0.3629
10,LV,0.00261,0.00975,9e-05,0.00714,-0.00252,1149,1.6052,0.3629
10,MIN,0.0,0.00487,0.00022,0.00487,0.00022,1149,1.6052,0.3629
10,NE,0.0,0.01066,4e-05,0.01066,4e-05,1149,1.6052,0.3629
10,NO,0.0,0.0115,0.00303,0.0115,0.00303,1149,1.6052,0.3629
10,NYG,0.0,0.0006,1e-05,0.0006,1e-05,1149,1.6052,0.3629
10,NYJ,0.00435,0.0084,0.0001,0.00405,-0.00425,1149,1.6052,0.3629
10,PIT,0.09748,0.04934,0.02034,-0.04814,-0.07713,1149,1.6052,0.3629
10,SEA,0.02524,0.00199,0.01302,-0.02324,-0.01222,1149,1.6052,0.3629
10,SF,0.00087,0.00277,0.0016,0.0019,0.00073,1149,1.6052,0.3629
10,TB,0.00696,0.01096,0.0093,0.004,0.00234,1149,1.6052,0.3629
10,TEN,0.00087,0.01039,0.0002,0.00952,-0.00067,1149,1.6052,0.3629
10,WAS,0.0,0.00193,1e-05,0.00193,1e-05,1149,1.6052,0.3629
11,ARI,0.0,0.01983,0.0,0.01983,0.0,609,1.3594,0.5878
11,BAL,0.00328,0.05722,0.0006,0.05394,-0.00269,609,1.3594,0.5878
11,BUF,0.01478,0.00425,0.01386,-0.01053,-0.00092,609,1.3594,0.5878
11,CAR,0.0,0.00286,0.0,0.00286,0.0,609,1.3594,0.5878
11,CHI,0.0,0.00415,0.0,0.00415,0.0,609,1.3594,0.5878
11,CIN,0.0,0.0037,0.0,0.0037,0.0,609,1.3594,0.5878
11,CLE,0.00493,0.02135,1e-05,0.01643,-0.00491,609,1.3594,0.5878
11,DAL,0.0197,0.03272,0.03209,0.01302,0.01238,609,1.3594,0.5878
11,DEN,0.01149,0.03103,0.00743,0.01954,-0.00406,609,1.3594,0.5878
11,DET,0.0197,0.09113,0.14511,0.07143,0.12541,609,1.3594,0.5878
11,GB,0.0,0.01508,4e-05,0.01508,4e-05,609,1.3594,0.5878
11,HOU,0.07882,0.12544,0.09362,0.04662,0.0148,609,1.3594,0.5878
11,JAX,0.33333,0.16708,0.13098,-0.16625,-0.20235,609,1.3594,0.5878
11,KC,0.0,0.0026,9e-05,0.0026,9e-05,609,1.3594,0.5878
11,LA,0.00328,0.03342,0.00135,0.03013,-0.00193,609,1.3594,0.5878
11,LAC,0.00328,0.00885,0.00307,0.00557,-0.00021,609,1.3594,0.5878
11,LV,0.0,0.00127,0.0,0.00127,0.0,609,1.3594,0.5878
11,MIA,0.0509,0.05102,0.07304,0.00012,0.02214,609,1.3594,0.5878
11,MIN,0.0,0.03096,0.00027,0.03096,0.00027,609,1.3594,0.5878
11,NYG,0.0,0.01413,0.00048,0.01413,0.00048,609,1.3594,0.5878
11,NYJ,0.0,0.00768,0.0,0.00768,0.0,609,1.3594,0.5878
11,PHI,0.0,0.00242,2e-05,0.00242,2e-05,609,1.3594,0.5878
11,PIT,0.0,0.00956,0.00192,0.00956,0.00192,609,1.3594,0.5878
11,SEA,0.0,0.00048,7e-05,0.00048,7e-05,609,1.3594,0.5878
11,SF,0.07061,0.0359,0.10093,-0.03471,0.03032,609,1.3594,0.5878
11,TB,0.0,0.00286,0.0,0.00286,0.0,609,1.3594,0.5878
11,TEN,0.0,0.00855,0.0,0.00855,0.0,609,1.3594,0.5878
11,WAS,0.38588,0.21444,0.39503,-0.17144,0.00915,609,1.3594,0.5878
12,DAL,0.25337,0.20591,0.10972,-0.04746,-0.14365,371,0.3378,0.9245
12,DET,0.58221,0.51064,0.30492,-0.07157,-0.27729,371,0.3378,0.9245
12,GB,0.03235,0.036,0.12182,0.00365,0.08947,371,0.3378,0.9245
12,MIA,0.08625,0.05426,0.09409,-0.03199,0.00783,371,0.3378,0.9245
12,NYJ,0.01348,0.14241,0.12182,0.12893,0.10834,371,0.3378,0.9245
12,SEA,0.0027,0.00414,0.04839,0.00144,0.04569,371,0.3378,0.9245
12,SF,0.02965,0.03732,0.07735,0.00767,0.0477,371,0.3378,0.9245
12,WAS,0.0,0.00934,0.1219,0.00934,0.1219,371,0.3378,0.9245
13,ARI,0.0,0.00199,0.00031,0.00199,0.00031,149,1.9871,0.2819
13,ATL,0.01342,0.01716,0.00295,0.00374,-0.01047,149,1.9871,0.2819
13,BAL,0.01342,0.05853,0.02872,0.04511,0.0153,149,1.9871,0.2819
13,BUF,0.0,0.00013,6e-05,0.00013,6e-05,149,1.9871,0.2819
13,CAR,0.0,0.00773,0.00019,0.00773,0.00019,149,1.9871,0.2819
13,CHI,0.0,0.00832,2e-05,0.00832,2e-05,149,1.9871,0.2819
13,CIN,0.0,0.05561,0.00021,0.05561,0.00021,149,1.9871,0.2819
13,CLE,0.0,0.03133,0.00015,0.03133,0.00015,149,1.9871,0.2819
13,DEN,0.0,0.00684,0.00638,0.00684,0.00638,149,1.9871,0.2819
13,HOU,0.0,0.01182,0.00106,0.01182,0.00106,149,1.9871,0.2819
13,IND,0.04027,0.03377,0.01109,-0.0065,-0.02918,149,1.9871,0.2819
13,JAX,0.00671,0.0176,0.00251,0.01089,-0.0042,149,1.9871,0.2819
13,KC,0.08725,0.12146,0.16458,0.03421,0.07733,149,1.9871,0.2819
13,LA,0.04027,0.09186,0.01213,0.05159,-0.02814,149,1.9871,0.2819
13,LAC,0.00671,0.00043,6e-05,-0.00628,-0.00665,149,1.9871,0.2819
13,LV,0.0,0.00014,2e-05,0.00014,2e-05,149,1.9871,0.2819
