Team,Power Rating,Projected QB,Starter Weight %,QB Adj (Pts),EPA Rating,SR Rating (Pts),Strength of Schedule,Offensive EPA/Game,Defensive EPA/Game,Special Teams EPA/Game,Rank,MP_Rating,Rating_Last,Rank_Last,Change,QB used,Diff,Abs_Diff
TB,-1.764,B.Mayfield,1.0,-0.0,-1.237,-2.059,0.01,2.169,2.904,-0.35,22,-1.55,-1.43,22,0,Mayfield,-0.21399999999999997,0.21399999999999997
CIN,-1.8,J.Burrow,0.483,1.757,-1.862,-1.666,0.613,3.853,7.516,1.176,23,-2.52,-1.28,21,-2,Burrow,0.72,0.72
DAL,-2.312,D.Prescott,0.905,0.505,-2.184,-2.291,-0.689,7.015,9.122,0.592,19,-0.41,-0.03,15,-4,Prescott,-1.902,1.902
ARI,-2.936,J.Brissett,0.584,-0.146,-3.713,-2.228,2.479,0.028,3.534,-2.272,26,-5.03,-4.87,27,1,Brissett,2.0940000000000003,2.0940000000000003
MIA,-4.268,Q.Ewers,0.068,-3.439,-5.799,-2.948,-1.861,-3.334,1.711,1.015,20,-1.2,-0.46,18,-2,Tagovailoa,-3.0679999999999996,3.0679999999999996
CAR,-4.881,B.Young,0.904,-0.093,-5.733,-4.023,-0.587,-0.422,5.266,0.371,25,-4.91,-4.78,25,0,Young,0.028999999999999915,0.028999999999999915
WAS,-4.955,J.Johnson,0.063,-5.775,-9.475,-1.436,-0.118,-3.81,6.936,1.465,24,-2.85,-3.58,24,0,Mariota,-2.105,2.105
NO,-5.417,T.Shough,0.429,0.321,-7.04,-3.974,-0.787,-4.099,0.866,-1.628,29,-6.16,-6.61,31,2,Shough,0.7430000000000003,0.7430000000000003
NYG,-6.762,J.Dart,0.554,0.453,-7.739,-5.719,1.284,-1.526,6.027,-1.477,28,-5.66,-5.51,28,0,Dart,-1.1019999999999994,1.1019999999999994
TEN,-6.95,C.Ward,0.801,-0.271,-8.595,-5.415,2.07,-6.143,5.059,0.47,31,-7.65,-8.41,32,1,Ward,0.7000000000000002,0.7000000000000002
CLE,-7.05,S.Sanders,0.375,-0.431,-8.971,-5.31,-0.317,-9.364,-2.434,-1.881,30,-7.17,-6.02,29,-1,Sanders,0.1200000000000001,0.1200000000000001
LV,-7.265,G.Smith,0.738,0.336,-10.336,-4.681,1.066,-7.806,2.072,-1.371,32,-7.86,-6.61,30,-2,Smith,0.5950000000000006,0.5950000000000006
NYJ,-8.059,B.Cook,0.197,-4.094,-13.922,-3.414,-0.548,-9.85,5.457,1.476,27,-5.51,-4.83,26,-1,Cook,-2.5489999999999995,2.5489999999999995
