Team,Power Rating,Projected QB,Starter Weight %,QB Adj (Pts),EPA Rating,SR Rating (Pts),Strength of Schedule,Offensive EPA/Game,Defensive EPA/Game,Special Teams EPA/Game,Rank,MP_Rating,Rating_Last,Rank_Last,Change,QB used,Diff,Abs_Diff
LAC,2.398,J.Herbert,0.987,0.047,2.546,2.172,-1.5,2.849,-2.005,-1.002,15,0.79,-0.33,17,2,Herbert,1.608,1.608
TB,1.268,B.Mayfield,1.0,0.0,2.353,0.42,0.427,3.093,-0.224,-1.104,22,-1.55,-1.43,22,0,Mayfield,2.818,2.818
NE,0.28,D.Maye,0.866,0.25,0.824,-0.127,-2.943,3.577,0.954,0.67,14,0.97,0.82,14,0,Maye,-0.69,0.69
PIT,0.038,M.Rudolph,0.014,0.281,0.566,-0.347,-0.527,0.457,2.072,2.606,12,1.6,0.98,13,1,Rodgers,-1.562,1.562
ARI,0.005,J.Brissett,0.334,-0.193,1.36,-0.976,0.712,1.482,0.79,0.13,26,-5.03,-4.87,27,1,Brissett,5.035,5.035
JAX,-0.832,T.Lawrence,0.851,0.202,-1.033,-0.646,0.858,0.123,2.848,0.845,7,3.82,2.83,11,4,Lawrence,-4.652,4.652
CHI,-0.858,C.Williams,0.953,0.011,0.404,-1.73,-1.076,3.007,1.141,-0.29,13,1.34,-0.14,16,3,Williams,-2.198,2.198
MIA,-1.401,T.Tagovailoa,0.914,0.348,-0.854,-1.727,-0.788,1.385,2.447,0.867,20,-1.2,-0.46,18,-2,Tagovailoa,-0.20100000000000007,0.20100000000000007
WAS,-1.973,M.Mariota,0.306,-1.032,-4.035,-0.383,0.899,1.11,6.82,0.837,24,-2.85,-3.58,24,0,Mariota,0.877,0.877
MIN,-2.133,J.McCarthy,0.301,-3.026,-3.946,-0.714,1.546,-6.3,0.173,1.374,17,-0.1,-1.03,19,2,McCarthy,-2.033,2.033
ATL,-2.866,M.Penix,0.665,-0.052,-3.475,-2.283,-0.426,0.621,1.835,-1.842,21,-1.47,-1.59,23,2,Cousins,-1.3960000000000001,1.3960000000000001
DAL,-2.999,D.Prescott,0.837,0.847,-2.658,-3.097,-0.769,5.812,8.467,0.73,19,-0.41,-0.03,15,-4,Prescott,-2.589,2.589
NYJ,-4.469,J.Fields,0.534,0.103,-8.552,-1.292,-1.247,-4.323,4.269,0.816,27,-5.51,-4.83,26,-1,Cook,1.0409999999999995,1.0409999999999995
LV,-4.736,G.Smith,0.685,0.464,-7.382,-2.585,0.239,-5.283,1.51,-0.785,32,-7.86,-6.61,30,-2,Smith,3.1240000000000006,3.1240000000000006
CIN,-5.578,J.Flacco,0.329,-1.459,-8.483,-3.197,-0.399,0.958,10.137,0.864,23,-2.52,-1.28,21,-2,Burrow,-3.0580000000000003,3.0580000000000003
CAR,-5.964,B.Young,0.86,-0.22,-8.615,-3.748,-1.427,-3.145,4.707,0.333,25,-4.91,-4.78,25,0,Young,-1.0540000000000003,1.0540000000000003
NYG,-5.979,J.Winston,0.0,-1.511,-7.22,-4.784,0.976,-3.309,4.926,0.091,28,-5.66,-5.51,28,0,Dart,-0.31899999999999995,0.31899999999999995
NO,-6.79,T.Shough,0.162,-0.317,-8.825,-4.979,0.651,-4.634,3.359,-1.597,29,-6.16,-6.61,31,2,Shough,-0.6299999999999999,0.6299999999999999
CLE,-7.253,D.Gabriel,0.405,-0.827,-9.555,-5.226,0.001,-8.568,-1.444,-2.601,30,-7.17,-6.02,29,-1,Sanders,-0.08300000000000018,0.08300000000000018
TEN,-8.773,C.Ward,0.681,-0.719,-11.612,-6.283,1.944,-8.068,5.681,0.414,31,-7.65,-8.41,32,1,Ward,-1.1229999999999993,1.1229999999999993
