Team,Power Rating,Projected QB,Starter Weight %,QB Adj (Pts),EPA Rating,SR Rating (Pts),Strength of Schedule,Offensive EPA/Game,Defensive EPA/Game,Special Teams EPA/Game,Rank,MP_Rating,Rating_Last,Rank_Last,Change,QB used,Diff,Abs_Diff
TB,0.923,B.Mayfield,1.0,-0.0,1.769,0.264,0.738,3.477,0.959,-1.175,22,-1.55,-1.43,22,0,Mayfield,2.473,2.473
NE,0.65,D.Maye,0.876,0.243,1.378,0.091,-3.413,4.352,0.701,0.606,14,0.97,0.82,14,0,Maye,-0.31999999999999995,0.31999999999999995
JAX,0.392,T.Lawrence,0.863,0.19,0.012,0.647,0.695,0.469,1.855,0.7,7,3.82,2.83,11,4,Lawrence,-3.428,3.428
PIT,0.352,M.Rudolph,0.013,0.63,0.786,0.02,-1.251,1.444,1.811,2.203,12,1.6,0.98,13,1,Rodgers,-1.2480000000000002,1.2480000000000002
CHI,-0.486,C.Williams,0.957,0.011,0.783,-1.381,-1.328,2.656,0.232,-0.274,13,1.34,-0.14,16,3,Williams,-1.826,1.826
ARI,-0.893,J.Brissett,0.39,-0.087,0.313,-1.722,1.288,1.329,1.389,-0.668,26,-5.03,-4.87,27,1,Brissett,4.1370000000000005,4.1370000000000005
MIA,-1.281,T.Tagovailoa,0.921,0.317,-0.656,-1.669,-0.989,1.19,2.62,1.607,20,-1.2,-0.46,18,-2,Tagovailoa,-0.08099999999999996,0.08099999999999996
DAL,-1.498,D.Prescott,0.851,0.779,-0.901,-1.856,-1.323,6.559,6.841,0.639,19,-0.41,-0.03,15,-4,Prescott,-1.088,1.088
WAS,-2.1,M.Mariota,0.357,-0.886,-4.189,-0.484,0.625,1.443,6.235,0.006,24,-2.85,-3.58,24,0,Mariota,0.75,0.75
ATL,-2.789,K.Cousins,0.264,0.1,-3.974,-1.792,-0.881,1.331,2.492,-2.009,21,-1.47,-1.59,23,2,Cousins,-1.3190000000000002,1.3190000000000002
MIN,-2.798,J.McCarthy,0.358,-2.966,-4.646,-1.321,1.253,-6.773,0.06,1.27,17,-0.1,-1.03,19,2,McCarthy,-2.698,2.698
NYJ,-4.541,T.Taylor,0.139,0.349,-8.561,-1.405,-0.768,-3.901,5.034,0.761,27,-5.51,-4.83,26,-1,Cook,0.9689999999999994,0.9689999999999994
NYG,-5.074,J.Winston,0.078,-1.097,-6.19,-4.014,1.702,-1.939,5.983,0.189,28,-5.66,-5.51,28,0,Dart,0.5860000000000003,0.5860000000000003
CAR,-5.68,B.Young,0.87,-0.174,-7.612,-4.0,-1.527,-2.113,4.914,0.608,25,-4.91,-4.78,25,0,Young,-0.7699999999999996,0.7699999999999996
CIN,-5.899,J.Flacco,0.385,-1.406,-8.441,-3.766,-0.403,0.712,9.955,0.989,23,-2.52,-1.28,21,-2,Burrow,-3.379,3.379
LV,-6.067,G.Smith,0.712,0.398,-8.933,-3.691,0.118,-5.773,2.617,-0.689,32,-7.86,-6.61,30,-2,Smith,1.7930000000000001,1.7930000000000001
NO,-6.679,T.Shough,0.162,-0.293,-8.665,-4.91,0.809,-4.61,3.359,-1.597,29,-6.16,-6.61,31,2,Shough,-0.5190000000000001,0.5190000000000001
CLE,-7.634,S.Sanders,0.084,-1.634,-10.557,-5.138,0.271,-10.58,-1.546,-1.91,30,-7.17,-6.02,29,-1,Sanders,-0.4640000000000004,0.4640000000000004
TEN,-8.153,C.Ward,0.708,-0.601,-10.549,-6.013,1.857,-7.906,4.852,0.565,31,-7.65,-8.41,32,1,Ward,-0.5030000000000001,0.5030000000000001
